Permit #,Permit Subtype Description,Permit Status,Date Issued,Expiration Date,Address,City,State,ZIP,Mapped Location
2018006655,Short Term Rental � Multifamily,ISSUED,4/26/2018 0:00,4/26/2021 0:00,10  MIDDLETON ST,NASHVILLE,TN,37210,"10 MIDDLETON ST
NASHVILLE, TN 37210
(36.154604, -86.770035)"
2017036982,Short Term Rental � Multifamily,ISSUED,6/9/2017 0:00,6/9/2021 0:00,100  CASPER AVE,NASHVILLE,TN,37216,"100 CASPER AVE
NASHVILLE, TN 37216"
201614686,Short Term Rental � Multifamily,ISSUED,5/3/2016 0:00,5/3/2021 0:00,100 N 8TH ST,NASHVILLE,TN,37206,"100 N 8TH ST
NASHVILLE, TN 37206
(36.175679, -86.759028)"
2018013563,Short Term Rental � Multifamily,ISSUED,3/23/2018 0:00,3/23/2021 0:00,1000  1ST AVE N,NASHVILLE,TN,37201,"1000 1ST AVE N
NASHVILLE, TN 37201
(36.174259, -86.781467)"
2019039699,Short Term Rental � Multifamily,ISSUED,7/18/2019 0:00,7/18/2021 0:00,1000  WARREN ST  101,NASHVILLE,TN,37208,"1000 WARREN ST 101
NASHVILLE, TN 37208
(36.170493, -86.794836)"
201514357,Short Term Rental - Non-Owner Occupied,ISSUED,4/16/2015 0:00,4/16/2021 0:00,1001  WAVERLY AVE,NASHVILLE,TN,37203,"1001 WAVERLY AVE
NASHVILLE, TN 37203
(36.135517, -86.78489)"
201523424,Short Term Rental - Non-Owner Occupied,ISSUED,6/9/2015 0:00,6/9/2021 0:00,1002  11TH AVE N,NASHVILLE,TN,37208,"1002 11TH AVE N
NASHVILLE, TN 37208
(36.17002, -86.795825)"
2019010161,Short Term Rental � Multifamily,ISSUED,3/12/2019 0:00,3/12/2021 0:00,1002  11TH AVE S,NASHVILLE,TN,37203,"1002 11TH AVE S
NASHVILLE, TN 37203
(36.145178, -86.784596)"
2019018341,Short Term Rental � Multifamily,EXPIRED,4/12/2019 0:00,4/12/2020 0:00,1002  1ST AVE N,NASHVILLE,TN,37201,"1002 1ST AVE N
NASHVILLE, TN 37201
(36.174304, -86.781498)"
2019068660,Short Term Rental � Multifamily,ISSUED,11/21/2019 0:00,11/21/2020 0:00,1002  DIVISION ST  201,NASHVILLE,TN,37203,"1002 DIVISION ST 201
NASHVILLE, TN 37203
(36.150955, -86.783129)"
2019068680,Short Term Rental � Multifamily,ISSUED,11/21/2019 0:00,11/21/2020 0:00,1002  DIVISION ST  202,NASHVILLE,TN,37203,"1002 DIVISION ST 202
NASHVILLE, TN 37203
(36.150955, -86.783129)"
2019068691,Short Term Rental � Multifamily,ISSUED,11/21/2019 0:00,11/21/2020 0:00,1002  DIVISION ST  203,NASHVILLE,TN,37203,"1002 DIVISION ST 203
NASHVILLE, TN 37203
(36.150955, -86.783129)"
2019068724,Short Term Rental � Multifamily,ISSUED,11/21/2019 0:00,11/21/2020 0:00,1002  DIVISION ST  204,NASHVILLE,TN,37203,"1002 DIVISION ST 204
NASHVILLE, TN 37203
(36.150955, -86.783129)"
2017038437,Short Term Rental � Multifamily,EXPIRED,6/30/2017 0:00,6/30/2020 0:00,1002  DIVISION ST  205,NASHVILLE,TN,37203,"1002 DIVISION ST 205
NASHVILLE, TN 37203
(36.150955, -86.783129)"
2017038464,Short Term Rental � Multifamily,ISSUED,6/30/2017 0:00,6/30/2021 0:00,1002  DIVISION ST  207,NASHVILLE,TN,37203,"1002 DIVISION ST 207
NASHVILLE, TN 37203
(36.150955, -86.783129)"
2019068727,Short Term Rental � Multifamily,ISSUED,11/21/2019 0:00,11/21/2020 0:00,1002  DIVISION ST  208,NASHVILLE,TN,37203,"1002 DIVISION ST 208
NASHVILLE, TN 37203
(36.150955, -86.783129)"
2017038466,Short Term Rental � Multifamily,ISSUED,6/30/2017 0:00,6/30/2023 0:00,1002  DIVISION ST  209,NASHVILLE,TN,37203,"1002 DIVISION ST 209
NASHVILLE, TN 37203
(36.150955, -86.783129)"
2019070585,Short Term Rental � Multifamily,ISSUED,11/20/2019 0:00,11/20/2020 0:00,1002  DIVISION ST  301,NASHVILLE,TN,37203,"1002 DIVISION ST 301
NASHVILLE, TN 37203
(36.150955, -86.783129)"
2017038479,Short Term Rental � Multifamily,ISSUED,6/30/2017 0:00,6/30/2023 0:00,1002  DIVISION ST  302,NASHVILLE,TN,37203,"1002 DIVISION ST 302
NASHVILLE, TN 37203
(36.150955, -86.783129)"
2017038487,Short Term Rental � Multifamily,ISSUED,6/30/2017 0:00,6/30/2021 0:00,1002  DIVISION ST  304,NASHVILLE,TN,37203,"1002 DIVISION ST 304
NASHVILLE, TN 37203
(36.150955, -86.783129)"
2019070595,Short Term Rental � Multifamily,ISSUED,11/20/2019 0:00,11/20/2020 0:00,1002  DIVISION ST  305,NASHVILLE,TN,37203,"1002 DIVISION ST 305
NASHVILLE, TN 37203
(36.150955, -86.783129)"
2017038490,Short Term Rental � Multifamily,ISSUED,6/30/2017 0:00,6/30/2021 0:00,1002  DIVISION ST  306,NASHVILLE,TN,37203,"1002 DIVISION ST 306
NASHVILLE, TN 37203
(36.150955, -86.783129)"
2017038496,Short Term Rental � Multifamily,ISSUED,6/30/2017 0:00,6/30/2021 0:00,1002  DIVISION ST  307,NASHVILLE,TN,37203,"1002 DIVISION ST 307
NASHVILLE, TN 37203
(36.150955, -86.783129)"
2017038509,Short Term Rental � Multifamily,ISSUED,6/30/2017 0:00,6/30/2021 0:00,1002  DIVISION ST  309,NASHVILLE,TN,37203,"1002 DIVISION ST 309
NASHVILLE, TN 37203
(36.150955, -86.783129)"
2019070603,Short Term Rental � Multifamily,ISSUED,11/21/2019 0:00,11/21/2020 0:00,1002  DIVISION ST  401,NASHVILLE,TN,37203,"1002 DIVISION ST 401
NASHVILLE, TN 37203
(36.150955, -86.783129)"
2019070621,Short Term Rental � Multifamily,ISSUED,11/20/2019 0:00,11/20/2020 0:00,1002  DIVISION ST  402,NASHVILLE,TN,37203,"1002 DIVISION ST 402
NASHVILLE, TN 37203
(36.150955, -86.783129)"
2019070627,Short Term Rental � Multifamily,ISSUED,11/20/2019 0:00,11/20/2020 0:00,1002  DIVISION ST  403,NASHVILLE,TN,37203,"1002 DIVISION ST 403
NASHVILLE, TN 37203
(36.150955, -86.783129)"
2019070646,Short Term Rental � Multifamily,ISSUED,11/20/2019 0:00,11/20/2020 0:00,1002  DIVISION ST  404,NASHVILLE,TN,37203,"1002 DIVISION ST 404
NASHVILLE, TN 37203
(36.150955, -86.783129)"
2019075887,Short Term Rental � Multifamily,ISSUED,1/2/2020 0:00,1/2/2021 0:00,1002  DIVISION ST  405,NASHVILLE,TN,37203,"1002 DIVISION ST 405
NASHVILLE, TN 37203
(36.150955, -86.783129)"
2019076095,Short Term Rental � Multifamily,ISSUED,1/2/2020 0:00,1/2/2021 0:00,1002  DIVISION ST  406,NASHVILLE,TN,37203,"1002 DIVISION ST 406
NASHVILLE, TN 37203
(36.150955, -86.783129)"
2019076135,Short Term Rental � Multifamily,ISSUED,1/2/2020 0:00,1/2/2021 0:00,1002  DIVISION ST  407,NASHVILLE,TN,37203,"1002 DIVISION ST 407
NASHVILLE, TN 37203
(36.150955, -86.783129)"
2019076140,Short Term Rental � Multifamily,ISSUED,1/2/2020 0:00,1/2/2021 0:00,1002  DIVISION ST  408,NASHVILLE,TN,37203,"1002 DIVISION ST 408
NASHVILLE, TN 37203
(36.150955, -86.783129)"
2019076145,Short Term Rental � Multifamily,ISSUED,1/2/2020 0:00,1/2/2021 0:00,1002  DIVISION ST  409,NASHVILLE,TN,37203,"1002 DIVISION ST 409
NASHVILLE, TN 37203
(36.150955, -86.783129)"
2019076152,Short Term Rental � Multifamily,ISSUED,1/2/2020 0:00,1/2/2021 0:00,1002  DIVISION ST  501,NASHVILLE,TN,37203,"1002 DIVISION ST 501
NASHVILLE, TN 37203
(36.150955, -86.783129)"
2019076156,Short Term Rental � Multifamily,ISSUED,1/2/2020 0:00,1/2/2021 0:00,1002  DIVISION ST  502,NASHVILLE,TN,37203,"1002 DIVISION ST 502
NASHVILLE, TN 37203
(36.150955, -86.783129)"
2019064826,Short Term Rental � Multifamily,EXPIRED,11/7/2019 0:00,11/7/2020 0:00,1002  DIVISION ST  504,NASHVILLE,TN,37203,"1002 DIVISION ST 504
NASHVILLE, TN 37203
(36.150955, -86.783129)"
2019064834,Short Term Rental � Multifamily,EXPIRED,11/7/2019 0:00,11/7/2020 0:00,1002  DIVISION ST  505,NASHVILLE,TN,37203,"1002 DIVISION ST 505
NASHVILLE, TN 37203
(36.150955, -86.783129)"
2019076159,Short Term Rental � Multifamily,ISSUED,1/2/2020 0:00,1/2/2021 0:00,1002  DIVISION ST  506,NASHVILLE,TN,37203,"1002 DIVISION ST 506
NASHVILLE, TN 37203
(36.150955, -86.783129)"
2019076175,Short Term Rental � Multifamily,ISSUED,1/2/2020 0:00,1/2/2021 0:00,1002  DIVISION ST  507,NASHVILLE,TN,37203,"1002 DIVISION ST 507
NASHVILLE, TN 37203
(36.150955, -86.783129)"
2019076165,Short Term Rental � Multifamily,ISSUED,1/2/2020 0:00,1/2/2021 0:00,1002  DIVISION ST  509,NASHVILLE,TN,37203,"1002 DIVISION ST 509
NASHVILLE, TN 37203
(36.150955, -86.783129)"
2016071552,Short Term Rental � Multifamily,ISSUED,1/18/2017 0:00,1/18/2021 0:00,1003  11TH AVE S,NASHVILLE,TN,37203,"1003 11TH AVE S
NASHVILLE, TN 37203
(36.145178, -86.784596)"
2019020684,Short Term Rental � Multifamily,ISSUED,5/13/2019 0:00,5/13/2021 0:00,1003  51ST AVE N,NASHVILLE,TN,37209,"1003 51ST AVE N
NASHVILLE, TN 37209
(36.159273, -86.848946)"
2019060805,Short Term Rental � Multifamily,ISSUED,10/16/2019 0:00,10/16/2021 0:00,1003A  12TH AVE S,NASHVILLE,TN,37203,"1003A 12TH AVE S
NASHVILLE, TN 37203
(36.146214, -86.786036)"
201621486,Short Term Rental - Non-Owner Occupied,ISSUED,6/13/2016 0:00,6/13/2021 0:00,1003A  SPAIN AVE,NASHVILLE,TN,37216,"1003A SPAIN AVE
NASHVILLE, TN 37216
(36.20102, -86.743178)"
2019060684,Short Term Rental � Multifamily,ISSUED,10/16/2019 0:00,10/16/2021 0:00,1003B  12TH AVE S,NASHVILLE,TN,37203,"1003B 12TH AVE S
NASHVILLE, TN 37203
(36.146214, -86.786036)"
2019060662,Short Term Rental � Multifamily,ISSUED,10/16/2019 0:00,10/16/2021 0:00,1003C  12TH AVE S,NASHVILLE,TN,37203,"1003C 12TH AVE S
NASHVILLE, TN 37203
(36.146214, -86.786036)"
2019060809,Short Term Rental � Multifamily,ISSUED,10/16/2019 0:00,10/16/2021 0:00,1003D  12TH AVE S,NASHVILLE,TN,37203,"1003D 12TH AVE S
NASHVILLE, TN 37203
(36.146214, -86.786036)"
2017072051,Short Term Rental � Multifamily,ISSUED,11/30/2017 0:00,11/9/2021 0:00,1004  11TH AVE S,NASHVILLE,TN,37203,"1004 11TH AVE S
NASHVILLE, TN 37203
(36.145168, -86.784598)"
2018044945,Short Term Rental � Multifamily,ISSUED,8/16/2018 0:00,8/16/2021 0:00,1004  1ST AVE N,NASHVILLE,TN,37201,"1004 1ST AVE N
NASHVILLE, TN 37201
(36.17435, -86.781529)"
201512342,Short Term Rental - Non-Owner Occupied,EXPIRED,4/6/2015 0:00,4/6/2020 0:00,1004  MANSFIELD ST,NASHVILLE,TN,37206,"1004 MANSFIELD ST
NASHVILLE, TN 37206
(36.181651, -86.752789)"
201620843,Short Term Rental - Non-Owner Occupied,ISSUED,5/12/2016 0:00,5/12/2021 0:00,1004  MCMAHAN AVE,NASHVILLE,TN,37216,"1004 MCMAHAN AVE
NASHVILLE, TN 37216
(36.223987, -86.729354)"
201512507,Short Term Rental - Non-Owner Occupied,ISSUED,4/6/2015 0:00,4/6/2021 0:00,1004 W EASTLAND AVE,NASHVILLE,TN,37206,"1004 W EASTLAND AVE
NASHVILLE, TN 37206
(36.184112, -86.752456)"
2018061312,Short Term Rental � Multifamily,ISSUED,10/9/2018 0:00,10/9/2021 0:00,1005  11TH AVE S,NASHVILLE,TN,37203,"1005 11TH AVE S
NASHVILLE, TN 37203
(36.145168, -86.784598)"
201617617,Short Term Rental � Multifamily,ISSUED,5/13/2016 0:00,5/13/2021 0:00,1005  13TH AVE S 2,NASHVILLE,TN,37212,"1005 13TH AVE S 2
NASHVILLE, TN 37212
(36.146199, -86.787513)"
2016067153,Short Term Rental � Multifamily,ISSUED,1/3/2017 0:00,1/3/2021 0:00,1005  13TH AVE S 3,NASHVILLE,TN,37212,"1005 13TH AVE S 3
NASHVILLE, TN 37212
(36.146199, -86.787513)"
201527135,Short Term Rental � Multifamily,ISSUED,6/29/2015 0:00,6/29/2021 0:00,1005  13TH AVE S 4,NASHVILLE,TN,37212,"1005 13TH AVE S 4
NASHVILLE, TN 37212
(36.146199, -86.787513)"
2018003398,Short Term Rental � Multifamily,ISSUED,4/20/2018 0:00,4/20/2021 0:00,1005  13TH AVE S 5,NASHVILLE,TN,37212,"1005 13TH AVE S 5
NASHVILLE, TN 37212
(36.146199, -86.787513)"
201616695,Short Term Rental � Multifamily,ISSUED,4/29/2016 0:00,4/29/2021 0:00,1005  13TH AVE S 6,NASHVILLE,TN,37212,"1005 13TH AVE S 6
NASHVILLE, TN 37212
(36.146199, -86.787513)"
2017017986,Short Term Rental � Multifamily,ISSUED,4/3/2017 0:00,4/3/2021 0:00,1005  13TH AVE S 7,NASHVILLE,TN,37212,"1005 13TH AVE S 7
NASHVILLE, TN 37212
(36.146199, -86.787513)"
2016067155,Short Term Rental � Multifamily,ISSUED,1/3/2017 0:00,1/3/2021 0:00,1005  13TH AVE S 8,NASHVILLE,TN,37212,"1005 13TH AVE S 8
NASHVILLE, TN 37212
(36.146199, -86.787513)"
201531837,Short Term Rental - Non-Owner Occupied,ISSUED,7/29/2015 0:00,7/18/2021 0:00,1005  FLINTLOCK CT,NASHVILLE,TN,37217,"1005 FLINTLOCK CT
NASHVILLE, TN 37217
(36.085115, -86.637804)"
2018069574,Short Term Rental - Non-Owner Occupied,ISSUED,12/17/2018 0:00,12/17/2020 0:00,1005A  12TH AVE S,NASHVILLE,TN,37203,"1005A 12TH AVE S
NASHVILLE, TN 37203
(36.146051, -86.786078)"
2018069580,Short Term Rental - Non-Owner Occupied,ISSUED,12/17/2018 0:00,12/17/2020 0:00,1005B  12TH AVE S,NASHVILLE,TN,37203,"1005B 12TH AVE S
NASHVILLE, TN 37203
(36.146051, -86.786078)"
2018069581,Short Term Rental - Non-Owner Occupied,ISSUED,12/17/2018 0:00,12/17/2020 0:00,1005C  12TH AVE S,NASHVILLE,TN,37203,"1005C 12TH AVE S
NASHVILLE, TN 37203
(36.146051, -86.786078)"
2018069576,Short Term Rental - Non-Owner Occupied,ISSUED,12/17/2018 0:00,12/17/2020 0:00,1005D  12TH AVE S,NASHVILLE,TN,37203,"1005D 12TH AVE S
NASHVILLE, TN 37203
(36.146051, -86.786078)"
2017079121,Short Term Rental � Multifamily,ISSUED,12/27/2017 0:00,12/27/2020 0:00,1006  11TH AVE S,NASHVILLE,TN,37203,"1006 11TH AVE S
NASHVILLE, TN 37203
(36.145158, -86.784599)"
2018018963,Short Term Rental - Non-Owner Occupied,ISSUED,4/20/2018 0:00,4/20/2021 0:00,1006  1ST AVE N,NASHVILLE,TN,37201,"1006 1ST AVE N
NASHVILLE, TN 37201
(36.174394, -86.78156)"
2016036851,Short Term Rental - Non-Owner Occupied,EXPIRED,7/29/2016 0:00,7/12/2020 0:00,1006  GRANADA CT,NASHVILLE,TN,37206,"1006 GRANADA CT
NASHVILLE, TN 37206
(36.188063, -86.75027)"
201530016,Short Term Rental - Non-Owner Occupied,ISSUED,7/16/2015 0:00,7/16/2021 0:00,1006 W EASTLAND AVE,NASHVILLE,TN,37206,"1006 W EASTLAND AVE
NASHVILLE, TN 37206
(36.184096, -86.752298)"
201514882,Short Term Rental - Non-Owner Occupied,ISSUED,4/20/2015 0:00,4/20/2021 0:00,1006  WARREN ST,NASHVILLE,TN,37208,"1006 WARREN ST
NASHVILLE, TN 37208
(36.171046, -86.795217)"
2018071614,Short Term Rental � Multifamily,ISSUED,12/3/2018 0:00,12/3/2020 0:00,1006B  WHITES CREEK PIKE,NASHVILLE,TN,37207,"1006B WHITES CREEK PIKE
NASHVILLE, TN 37207
(36.189305, -86.77347)"
2018071623,Short Term Rental � Multifamily,ISSUED,12/3/2018 0:00,12/3/2020 0:00,1006C  WHITES CREEK PIKE,NASHVILLE,TN,37207,"1006C WHITES CREEK PIKE
NASHVILLE, TN 37207
(36.189305, -86.77347)"
2017000914,Short Term Rental � Multifamily,ISSUED,1/10/2017 0:00,1/10/2021 0:00,1007  11TH AVE S,NASHVILLE,TN,37203,"1007 11TH AVE S
NASHVILLE, TN 37203
(36.145158, -86.784599)"
201523955,Short Term Rental - Non-Owner Occupied,ISSUED,6/11/2015 0:00,6/11/2021 0:00,1007  WARREN ST,NASHVILLE,TN,37208,"1007 WARREN ST
NASHVILLE, TN 37208
(36.170749, -86.795013)"
2018069575,Short Term Rental - Non-Owner Occupied,ISSUED,12/17/2018 0:00,12/17/2020 0:00,1007A  12TH AVE S,NASHVILLE,TN,37203,"1007A 12TH AVE S
NASHVILLE, TN 37203
(36.14589, -86.786119)"
2018069582,Short Term Rental - Non-Owner Occupied,ISSUED,12/17/2018 0:00,12/17/2020 0:00,1007B  12TH AVE S,NASHVILLE,TN,37203,"1007B 12TH AVE S
NASHVILLE, TN 37203
(36.14589, -86.786119)"
2016036112,Short Term Rental - Non-Owner Occupied,ISSUED,8/8/2016 0:00,8/8/2021 0:00,1007B N 14TH ST,NASHVILLE,TN,37206,"1007B N 14TH ST
NASHVILLE, TN 37206
(36.187567, -86.743173)"
2018069585,Short Term Rental - Non-Owner Occupied,ISSUED,12/17/2018 0:00,12/17/2020 0:00,1007C  12TH AVE S,NASHVILLE,TN,37203,"1007C 12TH AVE S
NASHVILLE, TN 37203
(36.14589, -86.786119)"
2018069577,Short Term Rental - Non-Owner Occupied,ISSUED,12/17/2018 0:00,12/17/2020 0:00,1007D  12TH AVE S,NASHVILLE,TN,37203,"1007D 12TH AVE S
NASHVILLE, TN 37203
(36.14589, -86.786119)"
201528669,Short Term Rental - Non-Owner Occupied,ISSUED,7/8/2015 0:00,7/8/2021 0:00,1008  ARGYLE AVE,NASHVILLE,TN,37203,"1008 ARGYLE AVE
NASHVILLE, TN 37203
(36.137544, -86.784994)"
201620805,Short Term Rental - Non-Owner Occupied,ISSUED,5/16/2016 0:00,5/16/2021 0:00,1008 W EASTLAND AVE,NASHVILLE,TN,37206,"1008 W EASTLAND AVE
NASHVILLE, TN 37206
(36.184083, -86.752157)"
2017013679,Short Term Rental � Multifamily,ISSUED,3/10/2017 0:00,3/10/2021 0:00,1009  11TH AVE S,NASHVILLE,TN,37203,"1009 11TH AVE S
NASHVILLE, TN 37203
(36.145147, -86.784601)"
2016030181,Short Term Rental - Non-Owner Occupied,ISSUED,8/4/2016 0:00,8/4/2021 0:00,1009  MANSFIELD ST,NASHVILLE,TN,37206,"1009 MANSFIELD ST
NASHVILLE, TN 37206
(36.181617, -86.752448)"
201514307,Short Term Rental - Non-Owner Occupied,ISSUED,4/16/2015 0:00,4/16/2021 0:00,1009  MONTROSE AVE,NASHVILLE,TN,37204,"1009 MONTROSE AVE
NASHVILLE, TN 37204
(36.123475, -86.787556)"
2017077910,Short Term Rental � Multifamily,ISSUED,12/22/2017 0:00,12/22/2020 0:00,1009A  12TH AVE S,NASHVILLE,TN,37203,"1009A 12TH AVE S
NASHVILLE, TN 37203
(36.145735, -86.786159)"
2019078101,Short Term Rental � Multifamily,ISSUED,1/15/2020 0:00,1/15/2021 0:00,1009B  12TH AVE S,NASHVILLE,TN,37203,"1009B 12TH AVE S
NASHVILLE, TN 37203
(36.145735, -86.786159)"
2017078343,Short Term Rental � Multifamily,ISSUED,12/15/2017 0:00,12/15/2020 0:00,1009C  12TH AVE S,NASHVILLE,TN,37203,"1009C 12TH AVE S
NASHVILLE, TN 37203
(36.145735, -86.786159)"
2017009412,Short Term Rental - Non-Owner Occupied,ISSUED,2/15/2017 0:00,2/15/2021 0:00,1009D  SPAIN AVE,NASHVILLE,TN,37216,"1009D SPAIN AVE
NASHVILLE, TN 37216
(36.200698, -86.74224)"
2019070293,Short Term Rental - Non-Owner Occupied,ISSUED,12/19/2019 0:00,12/19/2020 0:00,101  UNION ST  101,NASHVILLE,TN,37201,"101 UNION ST 101
NASHVILLE, TN 37201
(36.166404, -86.777157)"
2019070304,Short Term Rental � Multifamily,ISSUED,12/19/2019 0:00,12/19/2020 0:00,101  UNION ST  102,NASHVILLE,TN,37201,"101 UNION ST 102
NASHVILLE, TN 37201
(36.166404, -86.777157)"
2019033430,Short Term Rental � Multifamily,ISSUED,6/14/2019 0:00,6/14/2021 0:00,1010  11TH AVE S,NASHVILLE,TN,37203,"1010 11TH AVE S
NASHVILLE, TN 37203
(36.145137, -86.784602)"
2019049736,Short Term Rental � Multifamily,ISSUED,8/29/2019 0:00,8/29/2021 0:00,1010  1ST AVE N,NASHVILLE,TN,37201,"1010 1ST AVE N
NASHVILLE, TN 37201
(36.174482, -86.781623)"
2016026803,Short Term Rental - Non-Owner Occupied,ISSUED,6/30/2016 0:00,6/22/2021 0:00,1010B  OZARK ST  REAR UNIT,NASHVILLE,TN,37206,"1010B OZARK ST REAR UNIT
NASHVILLE, TN 37206
(36.163185, -86.752694)"
2019028405,Short Term Rental � Multifamily,ISSUED,5/21/2019 0:00,5/21/2021 0:00,1011  11TH AVE S,NASHVILLE,TN,37203,"1011 11TH AVE S
NASHVILLE, TN 37203
(36.145137, -86.784602)"
2018075592,Short Term Rental � Multifamily,ISSUED,12/12/2018 0:00,12/12/2020 0:00,1011A  12TH AVE N,NASHVILLE,TN,37208,"1011A 12TH AVE N
NASHVILLE, TN 37208
(36.169662, -86.798065)"
2018063256,Short Term Rental � Multifamily,EXPIRED,10/11/2018 0:00,10/11/2020 0:00,1011B  12TH AVE N,NASHVILLE,TN,37208,"1011B 12TH AVE N
NASHVILLE, TN 37208
(36.169662, -86.798065)"
2017016872,Short Term Rental - Non-Owner Occupied,EXPIRED,3/30/2017 0:00,3/6/2020 0:00,1011B  MONTROSE AVE,NASHVILLE,TN,37204,"1011B MONTROSE AVE
NASHVILLE, TN 37204
(36.123487, -86.787722)"
2019008884,Short Term Rental � Multifamily,ISSUED,2/26/2019 0:00,2/26/2021 0:00,1011C  12TH AVE N,NASHVILLE,TN,37208,"1011C 12TH AVE N
NASHVILLE, TN 37208
(36.169662, -86.798065)"
2019008909,Short Term Rental � Multifamily,ISSUED,2/26/2019 0:00,2/26/2021 0:00,1011D  12TH AVE N,NASHVILLE,TN,37208,"1011D 12TH AVE N
NASHVILLE, TN 37208
(36.169662, -86.798065)"
2017073482,Short Term Rental � Multifamily,CANCELLED,11/30/2017 0:00,11/9/2020 0:00,1012  11TH AVE S,NASHVILLE,TN,37203,"1012 11TH AVE S
NASHVILLE, TN 37203
(36.145127, -86.784604)"
201530934,Short Term Rental - Non-Owner Occupied,ISSUED,7/24/2015 0:00,7/24/2021 0:00,1012  17TH AVE S,NASHVILLE,TN,37212,"1012 17TH AVE S
NASHVILLE, TN 37212
(36.145898, -86.793947)"
2016037223,Short Term Rental - Non-Owner Occupied,ISSUED,8/2/2016 0:00,8/2/2021 0:00,1012  BATTLEFIELD DR,NASHVILLE,TN,37204,"1012 BATTLEFIELD DR
NASHVILLE, TN 37204
(36.114909, -86.788465)"
2019030066,Short Term Rental � Multifamily,ISSUED,6/18/2019 0:00,6/18/2021 0:00,1012A  40TH AVE N,NASHVILLE,TN,37209,"1012A 40TH AVE N
NASHVILLE, TN 37209
(36.162445, -86.836973)"
2017019039,Short Term Rental - Non-Owner Occupied,ISSUED,3/30/2017 0:00,3/6/2021 0:00,1012B  11TH AVE N,NASHVILLE,TN,37208,"1012B 11TH AVE N
NASHVILLE, TN 37208
(36.170621, -86.796239)"
2019058502,Short Term Rental � Multifamily,ISSUED,10/21/2019 0:00,10/21/2021 0:00,1012B  40TH AVE N,NASHVILLE,TN,37209,"1012B 40TH AVE N
NASHVILLE, TN 37209
(36.162445, -86.836973)"
2018014466,Short Term Rental � Multifamily,ISSUED,3/27/2018 0:00,3/27/2021 0:00,1013  11TH AVE S,NASHVILLE,TN,37203,"1013 11TH AVE S
NASHVILLE, TN 37203
(36.145127, -86.784604)"
201607326,Short Term Rental - Non-Owner Occupied,ISSUED,3/28/2016 0:00,3/28/2021 0:00,1013  MERIDIAN ST,NASHVILLE,TN,37207,"1013 MERIDIAN ST
NASHVILLE, TN 37207
(36.189241, -86.767737)"
2018038568,Short Term Rental � Multifamily,ISSUED,7/5/2018 0:00,7/5/2021 0:00,1013A  12TH AVE S,NASHVILLE,TN,37203,"1013A 12TH AVE S
NASHVILLE, TN 37203
(36.14546, -86.78623)"
2018038581,Short Term Rental � Multifamily,ISSUED,7/5/2018 0:00,7/5/2021 0:00,1013B  12TH AVE S,NASHVILLE,TN,37203,"1013B 12TH AVE S
NASHVILLE, TN 37203
(36.14538, -86.786252)"
2017034358,Short Term Rental � Multifamily,ISSUED,5/30/2017 0:00,5/23/2021 0:00,1013C  12TH AVE S,NASHVILLE,TN,37203,"1013C 12TH AVE S
NASHVILLE, TN 37203
(36.145436, -86.786237)"
2018017692,Short Term Rental � Multifamily,ISSUED,6/26/2018 0:00,6/26/2021 0:00,1013D  12TH AVE S,NASHVILLE,TN,37203,"1013D 12TH AVE S
NASHVILLE, TN 37203
(36.145437, -86.786237)"
2017073491,Short Term Rental � Multifamily,ISSUED,12/4/2017 0:00,12/4/2021 0:00,1014  11TH AVE S,NASHVILLE,TN,37203,"1014 11TH AVE S
NASHVILLE, TN 37203
(36.145117, -86.784605)"
2016026210,Short Term Rental - Non-Owner Occupied,ISSUED,8/16/2016 0:00,8/16/2021 0:00,1014  17TH AVE S,NASHVILLE,TN,37212,"1014 17TH AVE S
NASHVILLE, TN 37212
(36.145763, -86.793972)"
201613621,Short Term Rental � Multifamily,ISSUED,11/10/2016 0:00,11/10/2021 0:00,1014  1ST AVE N,NASHVILLE,TN,37201,"1014 1ST AVE N
NASHVILLE, TN 37201
(36.174304, -86.781498)"
201516994,Short Term Rental - Non-Owner Occupied,ISSUED,5/1/2015 0:00,5/1/2021 0:00,1014A W GROVE AVE,NASHVILLE,TN,37203,"1014A W GROVE AVE
NASHVILLE, TN 37203
(36.134667, -86.786408)"
2017020846,Short Term Rental � Multifamily,CANCELLED,4/4/2017 0:00,4/4/2020 0:00,1015  11TH AVE S,NASHVILLE,TN,37203,"1015 11TH AVE S
NASHVILLE, TN 37203
(36.145117, -86.784605)"
2017070197,Short Term Rental � Multifamily,ISSUED,11/14/2017 0:00,11/14/2020 0:00,1015  17TH AVE S 2,NASHVILLE,TN,37212,"1015 17TH AVE S 2
NASHVILLE, TN 37212
(36.145796, -86.793966)"
2018027645,Short Term Rental � Multifamily,ISSUED,5/25/2018 0:00,5/25/2021 0:00,1015  17TH AVE S 3,NASHVILLE,TN,37212,"1015 17TH AVE S 3
NASHVILLE, TN 37212
(36.145796, -86.793966)"
2018014354,Short Term Rental � Multifamily,ISSUED,3/20/2018 0:00,3/20/2021 0:00,1015  17TH AVE S 5,NASHVILLE,TN,37212,"1015 17TH AVE S 5
NASHVILLE, TN 37212
(36.145796, -86.793966)"
2017070203,Short Term Rental � Multifamily,ISSUED,11/14/2017 0:00,11/14/2020 0:00,1015  17TH AVE S 6,NASHVILLE,TN,37212,"1015 17TH AVE S 6
NASHVILLE, TN 37212
(36.145796, -86.793966)"
